system:index,B2,B3,B4,B8,class,.geo
1_000000000000000000eb_5_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_6_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_7_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_8_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_000000000000000000eb_9_0,767.0,1128.0,1443.0,2367.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.04409224057378,-37.765758449319364]}"
1_00000000000000000003_0_0,583.0,845.0,1116.0,2088.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37062984635122,-37.907602432681834]}"
1_00000000000000000003_1_0,734.0,1012.0,1396.0,2208.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3704501832944,-37.907602432681834]}"
1_00000000000000000003_2_0,656.0,902.0,1222.0,2070.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3705400148228,-37.907602432681834]}"
1_00000000000000000003_3_0,604.0,834.0,1096.0,1960.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37062984635122,-37.90751260115342]}"
1_00000000000000000003_4_0,675.0,963.0,1324.0,2158.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37071967787963,-37.90769226421025]}"
1_00000000000000000003_5_0,658.0,949.0,1274.0,2186.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37062984635122,-37.90769226421025]}"
1_00000000000000000003_6_0,579.0,821.0,1184.0,1970.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37071967787963,-37.907602432681834]}"
1_00000000000000000003_7_0,579.0,821.0,1184.0,1970.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37071967787963,-37.907602432681834]}"
1_00000000000000000003_8_0,658.0,949.0,1274.0,2186.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37062984635122,-37.90769226421025]}"
