WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((144.166490647 -38.157237958,144.166416338 -38.157240151,144.166399497 -38.157240398,144.16639401 -38.157240373,144.166388628 -38.157240259,144.166383394 -38.15724002,144.16637836 -38.157239612,144.166373592 -38.157238979,144.16636918 -38.157238045,144.166361068 -38.157235575,144.166356632 -38.157234662,144.166351832 -38.157234056,144.166346766 -38.157233675,144.1663415 -38.157233463,144.16633609 -38.157233373,144.16632499 -38.15723343,144.166313679 -38.157233665,144.166250736 -38.157235577,144.16623947 -38.157235774,144.166228502 -38.157235719,144.166223216 -38.157235524,144.166218133 -38.157235157,144.166213328 -38.157234555,144.166208898 -38.157233637,144.166200884 -38.157231085,144.166196611 -38.157230033,144.166192092 -38.15722919,144.166182857 -38.157227669,144.166178409 -38.157226766,144.16617427 -38.157225602,144.166166822 -38.15722257,144.166162916 -38.157221209,144.166154927 -38.157218635,144.166151243 -38.157217086,144.166147955 -38.157215202,144.166138431 -38.157209262,144.16613263 -38.157204838,144.16612649 -38.157200701,144.166120676 -38.157196288,144.166114279 -38.157192369,144.166111144 -38.157190355,144.166107881 -38.15718845,144.16610425 -38.157186855,144.166096533 -38.157184052,144.1660929 -38.15718246,144.166089633 -38.157180558,144.166086494 -38.157178548,144.166080088 -38.157174636,144.166074274 -38.157170223,144.16606817 -38.157166055,144.166062489 -38.157161531,144.166056395 -38.157157355,144.166050598 -38.157152928,144.16604105 -38.157147008,144.166037758 -38.157145127,144.166034076 -38.157143576,144.16602613 -38.157140966,144.16602228 -38.157139557,144.16601507 -38.157136325,144.166011149 -38.157134976,144.166002862 -38.157132654,144.165998861 -38.157131373,144.165991285 -38.15712845,144.1659871 -38.157127324,144.165982619 -38.157126448,144.165973365 -38.157124945,144.165968878 -38.157124074,144.165964684 -38.157122956,144.165957082 -38.157120055,144.165953063 -38.157118789,144.165944735 -38.157116502,144.165940791 -38.157115172,144.165933549 -38.157111967,144.165929695 -38.157110561,144.165925714 -38.157109263,144.165921818 -38.157107893,144.165918235 -38.157106259,144.165915112 -38.157104235,144.16590942 -38.157099719,144.16590688 -38.157097203,144.165904863 -38.157094243,144.165903258 -38.157090937,144.165899159 -38.15708041,144.165897509 -38.157077141,144.165893593 -38.157071124,144.165891969 -38.157067833,144.165890619 -38.15706431,144.165888185 -38.15705704,144.165886844 -38.157053509,144.165885243 -38.157050199,144.165881445 -38.157044082,144.165879921 -38.157040706,144.16587872 -38.157037057,144.165877723 -38.157033236,144.165875922 -38.157025431,144.165874918 -38.157021616,144.165873706 -38.157017976,144.165872166 -38.157014613,144.165868324 -38.157008535,144.165866693 -38.157005249,144.16586532 -38.157001745,144.165862823 -38.156994529,144.165861443 -38.156991029,144.165859803 -38.156987751,144.16585593 -38.156981696,144.16585437 -38.156978351,144.165853134 -38.15697473,144.165852103 -38.156970935,144.165850247 -38.156963172,144.165849227 -38.156959366,144.165848014 -38.156955724,144.165846495 -38.156952339,144.165842808 -38.156946112,144.165841352 -38.156942667,144.165840257 -38.156938916,144.165839429 -38.156934937,144.165838798 -38.156930787,144.165837917 -38.156922154,144.165837317 -38.156913264,144.165836206 -38.15689065,144.165835521 -38.156872605,144.165835435 -38.156863786,144.165835545 -38.156859495,144.165835819 -38.156855327,144.165836321 -38.156851331,144.165837142 -38.15684757,144.165838393 -38.156844128,144.165840114 -38.156841035,144.165841949 -38.156838028,144.165843557 -38.156834853,144.165846514 -38.156828316,144.165848238 -38.156825228,144.165852358 -38.156819552,144.16585415 -38.156816517,144.165857465 -38.156810247,144.165859433 -38.156807342,144.165861824 -38.15680475,144.165866867 -38.156799756,144.165869466 -38.156797316,144.165872383 -38.156795112,144.165878384 -38.156790825,144.165881525 -38.156788784,144.165885101 -38.156787065,144.165892932 -38.156784128,144.165896756 -38.156782592,144.165904007 -38.156779225,144.165908069 -38.156777863,144.16591245 -38.156776736,144.165921519 -38.156774709,144.165925897 -38.156773579,144.165929958 -38.156772214,144.165937241 -38.156768864,144.165941125 -38.156767366,144.165949274 -38.156764646,144.16595318 -38.156763159,144.165960579 -38.156759871,144.165964754 -38.156758573,144.165969309 -38.156757551,144.165974105 -38.156756704,144.165983963 -38.156755192,144.165988809 -38.156754367,144.165993451 -38.156753392,144.165997769 -38.156752177,144.166005705 -38.156749248,144.166010073 -38.156748103,144.166014808 -38.156747261,144.166019798 -38.156746659,144.166024947 -38.156746258,144.166030173 -38.156746033,144.166035398 -38.156745982,144.166040542 -38.156746119,144.16604552 -38.156746478,144.166050231 -38.156747118,144.166054559 -38.1567481169999,144.166058456 -38.156749501,144.16606225 -38.156750984,144.166066257 -38.156752294,144.166074506 -38.156754717,144.166078401 -38.15675612,144.166085575 -38.156759436,144.166089436 -38.156760858,144.166097525 -38.156763382,144.166101382 -38.156764798,144.166108544 -38.156768094,144.16611243 -38.156769482,144.166120662 -38.156771867,144.166124662 -38.156773156,144.166128457 -38.156774621,144.166132363 -38.156775991,144.166136715 -38.156776985,144.166141474 -38.156777636,144.166146534 -38.156778034,144.166151812 -38.15677825,144.166157242 -38.156778339,144.166190757 -38.1567781259999,144.166196192 -38.156778215,144.16620148 -38.156778421,144.166206562 -38.156778785,144.16621136 -38.156779365,144.166215777 -38.156780227,144.166223746 -38.15678248,144.166227987 -38.156783222,144.166232471 -38.156783582,144.166237066 -38.156783604,144.166241648 -38.156783303,144.166246089 -38.156782669,144.166250255 -38.156781667,144.166258008 -38.156778911,144.166262341 -38.156777767,144.166267081 -38.156776882,144.166272125 -38.156776191,144.166277392 -38.156775644,144.166288368 -38.156774842,144.166305368 -38.156774057,144.166316755 -38.156773727,144.166322392 -38.156773637,144.16632795 -38.156773622,144.166333385 -38.156773716,144.16633864 -38.156773961,144.166343641 -38.156774423,144.166348284 -38.156775183,144.166352442 -38.156776352,144.166356044 -38.15677799,144.166362693 -38.156781724,144.166365849 -38.156783731,144.166368672 -38.156786018,144.1663741 -38.156790771,144.166376667 -38.156793269,144.166378822 -38.156796116,144.166382495 -38.156802344,144.166384418 -38.156805384,144.166388641 -38.156811146,144.166390346 -38.1568143699999,144.166391754 -38.156817844,144.166394288 -38.15682503,144.166395703 -38.156828499,144.166397414 -38.156831716,144.166401628 -38.156837482,144.166403513 -38.156840553,144.166406949 -38.156846976,144.166408842 -38.15685004,144.166413083 -38.156855783,144.166414812 -38.156858985,144.166416243 -38.156862439,144.166418789 -38.156869615,144.166420178 -38.156873105,144.166421831 -38.156876371,144.16642578 -38.15688236,144.166427426 -38.156885633,144.166428798 -38.156889137,144.166431277 -38.156896369,144.166432647 -38.156899875,144.166434289 -38.15690315,144.166438228 -38.156909149,144.166439875 -38.15691242,144.166441259 -38.156915914,144.1664438 -38.156923094,144.166445236 -38.156926544,144.16644698 -38.156929733,144.166451304 -38.156935406,144.166453283 -38.156938397,144.166457052 -38.156944539,144.16645923 -38.156947361,144.166461782 -38.156949867,144.166464449 -38.156952276,144.166469504 -38.156957331,144.16647217 -38.156959741,144.166474722 -38.156962247,144.166476899 -38.156965071,144.166480665 -38.156971215,144.166482642 -38.156974208,144.166486958 -38.156979886,144.166488699 -38.156983079,144.16649013 -38.156986533,144.166492661 -38.156993721,144.166494038 -38.156997221,144.166495681 -38.157000496,144.166499613 -38.1570065,144.166501256 -38.1570097749999,144.166502635 -38.157013273,144.166505165 -38.157020462,144.166506591 -38.157023921,144.166508321 -38.157027123,144.166512582 -38.157032848,144.166514503 -38.157035888,144.166518056 -38.157042213,144.166520047 -38.157045193,144.16652463 -38.157050649,144.166526643 -38.157053611,144.166530303 -38.157059848,144.16653232 -38.157062808,144.166536919 -38.157068251,144.166538923 -38.157071225,144.166542513 -38.157077525,144.16654446 -38.15708055,144.166548783 -38.157086239,144.166550548 -38.157089422,144.166552012 -38.157092861,144.166554614 -38.157100027,144.166556019 -38.157103527,144.16655767 -38.157106823,144.166561514 -38.157112973,144.166563016 -38.157116411,144.166564146 -38.157120169,144.166565 -38.157124164,144.166565651 -38.157128333,144.166566154 -38.157132624,144.16656686 -38.157141426,144.166567282 -38.157150336,144.166567387 -38.157154772,144.166567402 -38.157159161,144.166567297 -38.157163472,144.166567024 -38.1571676619999,144.166566518 -38.157171683,144.166565693 -38.157175466,144.166564428 -38.157178922,144.166562681 -38.157182019,144.1665608 -38.157185014,144.166559128 -38.157188159,144.166555935 -38.157194551,144.166553997 -38.157197492,144.166551625 -38.15720011,144.166544124 -38.15720767,144.166538459 -38.157212213,144.166533021 -38.157216921,144.166529984 -38.15721904,144.166523431 -38.157223315,144.166519278 -38.157225612,144.166514291 -38.157227643,144.166508842 -38.157229418,144.166498463 -38.15723257,144.166494436 -38.157234088,144.166491699 -38.157235598,144.166490455 -38.157236989,144.166490647 -38.157237958)))",Mar2008,+/- 5m,LiDAR,Barwon,2330014,Rural Storage,3.33804476,2571.18258754,AllVicPoly021862,22070,Y,Y,-38.1572404,144.1658354,194.642,2568.3674759819182
"MULTIPOLYGON (((141.7328525 -36.441035,141.7330295 -36.4410774999999,141.7330645 -36.4410925,141.7330685 -36.4411235,141.7330095 -36.441356999,141.7329785 -36.441375499,141.732929 -36.441379,141.732835499 -36.4413705,141.73276 -36.441330501,141.732728001 -36.4413125,141.7327245 -36.4412935,141.7328025 -36.441041499,141.7328265 -36.441031,141.7328525 -36.441035)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,415,Rural Storage,0.81418629,883.83499306,AllVicPoly347857,353861,Y,Y,-36.441379,141.7327245,113.725,884.4502479081582
"MULTIPOLYGON (((145.814861499 -36.076457501,145.814857 -36.076758,145.8145925 -36.0767555,145.814462499 -36.0766255,145.814531 -36.076476,145.814861499 -36.076457501)))",2005,+/- 5m,Satellite imagery,Broken,404,Rural Storage,0.97126961,1010.08174047,AllVicPoly033489,34169,Y,Y,-36.076758,145.8144625,123.292,1006.2162666963728
"MULTIPOLYGON (((140.972377823 -37.207540217,140.972318287 -37.207530295,140.972269912 -37.207507968,140.972246346 -37.207488123,140.972243866 -37.207470758,140.972246346 -37.207454633,140.972253788 -37.207428586,140.972269913 -37.20740874,140.972303402 -37.207395096,140.972361699 -37.207396337,140.97240139 -37.207412461,140.972432399 -37.207436028,140.972448523 -37.207464556,140.972449763 -37.207494324,140.972432398 -37.207524093,140.972407592 -37.207538977,140.972377823 -37.207540217)))",mar2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.13636694,228.59129286,AllVicPoly223683,227769,Y,Y,-37.2075402,140.9722439,54.815,228.7738650509667
"MULTIPOLYGON (((143.907759176 -36.841896568,143.907738764 -36.841848454,143.90773439 -36.841794509,143.907751887 -36.841756601,143.907779589 -36.841727441,143.90782187 -36.841718693,143.907868527 -36.841727441,143.907904976 -36.841758059,143.907932679 -36.841804715,143.907934136 -36.841855744,143.907925388 -36.84189511,143.907896229 -36.841925728,143.907861236 -36.841941765,143.90781458 -36.841944682,143.90777813 -36.841921354,143.907759176 -36.841896568)))",Apr2009,+/- 5m,Aerial Imagery,Loddon,4070011,Town Rural Storage,0.23794828,348.37036076,AllVicPoly182157,185630,Y,Y,-36.8419447,143.9077344,68.339,348.07149208520246
"MULTIPOLYGON (((141.79168568 -37.3086109979999,141.79203733 -37.308720131,141.792073707 -37.308744383,141.792087046 -37.308762572,141.792089471 -37.308795312,141.792019141 -37.308912933,141.791997314 -37.308923846,141.791968212 -37.308921421,141.791615349 -37.308780761,141.791593523 -37.308762572,141.791583822 -37.308729832,141.791585035 -37.308698305,141.791602011 -37.308661927,141.7916299 -37.308631612,141.791654152 -37.3086170609999,141.79168568 -37.3086109979999)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380105,Rural Storage,0.86118408,922.18238036,AllVicPoly079198,80779,Y,Y,-37.3089238,141.7915838,122.006,922.825836090808
"MULTIPOLYGON (((144.393378029 -38.258448726,144.393382255 -38.258447938,144.39343811 -38.25843919,144.393487269 -38.258443283,144.393529252 -38.258465338,144.393536007 -38.258469117,144.393539246 -38.258471155,144.393542163 -38.258473474,144.393547828 -38.258478263,144.393550544 -38.258480755,144.393552881 -38.258483567,144.393557063 -38.2584896,144.39355935 -38.258492443,144.393564635 -38.25849748,144.39357189 -38.25850528,144.393573992 -38.258507944,144.393575456 -38.258510959,144.393576285 -38.258514239,144.393576528 -38.258517623,144.393576181 -38.258520963,144.393575184 -38.258524103,144.393573419 -38.258526872,144.393570813 -38.258529155,144.393567659 -38.258531125,144.39356431 -38.258533008,144.393561101 -38.258535029,144.393558261 -38.258537338,144.393552956 -38.258542254,144.393550579 -38.258544913,144.393548753 -38.258547971,144.393547364 -38.258551344,144.393545139 -38.258558481,144.393543953 -38.258561987,144.393542481 -38.258565279,144.393538738 -38.258571266,144.393537117 -38.258574438,144.393534224 -38.258581029,144.393532547 -38.258584154,144.393528484 -38.25858988,144.39352672 -38.258592937,144.393523455 -38.258599241,144.393521472 -38.258602135,144.393518989 -38.258604663,144.393516239 -38.258606995,144.39351311 -38.25860944,144.393509144 -38.25861188,144.393504267 -38.258614,144.393498869 -38.258615823,144.393488481 -38.25861899,144.393484421 -38.258620491,144.393481651 -38.258621981,144.393480386 -38.258623357,144.393480587 -38.25862433,144.393471731 -38.258624691,144.393465968 -38.258624764,144.393459506 -38.258624682,144.393452776 -38.258624359,144.393446213 -38.258623708,144.393440255 -38.258622635,144.393435239 -38.258621138,144.393431071 -38.258619575,144.393427128 -38.258618243,144.39341906 -38.258615729,144.393415337 -38.258614208,144.393411992 -38.258612364,144.393408747 -38.258610435,144.393401925 -38.258606853,144.393398644 -38.258604949,144.39339524 -38.258603147,144.393391455 -38.258601667,144.393383339 -38.25859916,144.393379427 -38.258597781,144.393372161 -38.258594543,144.393368268 -38.258593144,144.393364241 -38.258591862,144.393360306 -38.258590511,144.393356699 -38.258588898,144.393353581 -38.258586893,144.393350755 -38.258584679,144.393348055 -38.258582416,144.393345737 -38.258579914,144.393344095 -38.258576964,144.393343078 -38.258573656,144.393342589 -38.258570145,144.393342579 -38.258566558,144.39334304 -38.25856302,144.393344012 -38.25855965,144.393346963 -38.25855328,144.393348104 -38.258549748,144.39334888 -38.258545916,144.393349377 -38.258541862,144.393349662 -38.258537647,144.393349789 -38.258533314,144.3933498 -38.258528901,144.393349602 -38.25851993,144.393349006 -38.258501899,144.393349026 -38.258493128,144.393349255 -38.2584889,144.393349719 -38.258484841,144.393350507 -38.258481016,144.393351741 -38.25847751,144.393353468 -38.258474359,144.393355341 -38.258471307,144.393358642 -38.258464859,144.393360384 -38.258461699,144.393362489 -38.258458808,144.393365108 -38.25845631,144.393368004 -38.258454047,144.393370964 -38.258451886,144.393374221 -38.258450033,144.393378029 -38.258448726)))",Mar2008,+/- 5m,LiDAR,Barwon,2330016,Rural Storage,0.20837841,315.08314874,AllVicPoly015368,15515,Y,Y,-38.2586248,144.3933426,65.466,314.6517086982216
"MULTIPOLYGON (((144.217665628 -38.369738365,144.217872067 -38.369776854,144.218123994 -38.369887071,144.21820447 -38.369932558,144.218220216 -38.369955301,144.218221965 -38.369978045,144.218216717 -38.370018283,144.218092503 -38.370182735,144.217842326 -38.370571122,144.217613143 -38.370880781,144.217536165 -38.371027739,144.217397956 -38.371253423,144.217333225 -38.371393382,144.217277241 -38.371559583,144.2172475 -38.371591074,144.217217758 -38.371594573,144.217189766 -38.37157183,144.217170522 -38.371494852,144.217154777 -38.371071476,144.217167023 -38.37095251,144.21727899 -38.370520387,144.217460937 -38.370014784,144.217529167 -38.369783851,144.217546662 -38.369757609,144.217599147 -38.369740114,144.217665628 -38.369738365)))",,+/- 5m,Aerial Imagery,Otway Coast,2350929,Rural Storage,15.81412103,8344.72229304,AllVicPoly244454,249489,Y,Y,-38.3715946,144.2171548,479.878,8335.164720004808
"MULTIPOLYGON (((145.056809601 -37.916656692,145.056748872 -37.916687338,145.056670579 -37.916710659,145.056543945 -37.9167156,145.05648428 -37.916705823,145.056471431 -37.916688029,145.056470231 -37.916649328,145.05648285 -37.916591515,145.056501615 -37.916553145,145.05652879 -37.916532495,145.056582542 -37.9165140429999,145.056655934 -37.916508222,145.056749152 -37.916508004,145.05682185 -37.916528545,145.056842924 -37.91657109,145.056832895 -37.91661488,145.056818845 -37.91664278,145.056809601 -37.916656692)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290049,Rural Storage,0.50782036,618.31618256,AllVicPoly359543,365660,Y,Y,-37.9167156,145.0564702,92.868,616.8759557470945
"MULTIPOLYGON (((141.434156009 -36.460619688,141.434135546 -36.460744745,141.434117355 -36.460781126,141.43409007 -36.460800453,141.434055963 -36.460800453,141.434032089 -36.460792495,141.434018446 -36.4607777149999,141.43400594 -36.460758388,141.43400594 -36.460712913,141.434029816 -36.460598087,141.434061648 -36.460558296,141.43409007 -36.460551475,141.434117355 -36.460553748,141.434145778 -36.460567391,141.434156009 -36.460594676,141.434156009 -36.460619688)))",feb2010,+/- 5m,Aerial Imagery,Millicent Coast,439,Rural Storage,0.18749053,290.87527284,AllVicPoly220783,224843,Y,Y,-36.4608005,141.4340059,68.686,291.09588153596326
"MULTIPOLYGON (((145.499925964 -37.870426717,145.500241481 -37.870435549,145.500400985 -37.870453623,145.500416975 -37.870463452,145.500418576 -37.870484328,145.500445014 -37.870577709,145.500458461 -37.870613173,145.500453895 -37.870638782,145.500426324 -37.870700995,145.500413015 -37.870758577,145.500428487 -37.870794067,145.500450026 -37.870829633,145.500449473 -37.870856898,145.500432963 -37.87087273,145.500412665 -37.87087568,145.500382708 -37.870856048,145.500275505 -37.870753616,145.500237975 -37.870708221,145.500219962 -37.870698366,145.500191897 -37.870685175,145.500177735 -37.870684994,145.500161484 -37.870687995,145.500147063 -37.870700646,145.500134891 -37.870702094,145.500118706 -37.870701888,145.500066526 -37.870680369,145.49997052 -37.870624602,145.499942943 -37.870587354,145.49990218 -37.870501812,145.499896827 -37.87046645,145.499895193 -37.870447179,145.499901556 -37.870432822,145.499925964 -37.870426717)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290012,Rural Storage,1.5534381,1441.17002969,AllVicPoly361195,367380,Y,Y,-37.8708757,145.4998952,169.903,1436.7592591432203
"MULTIPOLYGON (((145.390113 -36.731077999,145.389987499 -36.7311285,145.389841999 -36.730988501,145.389869999 -36.7307835,145.390042001 -36.7307715,145.390104499 -36.7309155,145.390113 -36.731077999)))",2005,+/- 5m,Satellite imagery,Goulburn,4051803,Town Rural Storage,0.62463152,723.20279473,AllVicPoly121942,123952,Y,Y,-36.7311285,145.389842,106.073,721.0489477160218
"MULTIPOLYGON (((146.977090562 -38.024706503,146.977024998 -38.024620271,146.977022147 -38.024606731,146.977022147 -38.024596041,146.977091274 -38.024551856,146.977108378 -38.024546155,146.977124056 -38.024550431,146.977190333 -38.024620984,146.977201736 -38.024643076,146.977201023 -38.024661605,146.977191759 -38.024680134,146.977134035 -38.024710066,146.977111228 -38.024717905,146.977090562 -38.024706503)))",Jan2010,+/- 5m,Aerial Imagery,Thomson,225,Rural Storage,0.10668217,189.83159491,AllVicPoly316820,322546,Y,Y,-38.0247179,146.9770221,51.899,188.69919383348724
"MULTIPOLYGON (((144.6286365 -37.0109075,144.628394999 -37.0114925,144.628142501 -37.0113715,144.628196501 -37.0111475,144.628118 -37.010883499,144.628341 -37.010835501,144.6286365 -37.0109075)))",2005,+/- 5m,Satellite imagery,Campaspe,4060202,Rural Storage,2.5808386,2116.27093549,AllVicPoly064555,66039,Y,Y,-37.0114925,144.628118,198.04,2112.5147205161534
