B2,B3,B4,B8,class_3,class_2,.geo,Contributor
909.5,1431,1890,2341,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74042595830719]}",AK
964,1451,1890,2179,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74060562136401]}",AK
964,1451,1890,2179,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74060562136401]}",AK
846.5,1462,1839,1903,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.740515789835605]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
964,1451,1890,2179,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74060562136401]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
846.5,1462,1839,1903,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.740515789835605]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
811,1468,1891,1790,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.740515789835605]}",AK
969.5,1436,1866,2390,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.74060562136401]}",AK
846.5,1462,1839,1903,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.740515789835605]}",AK
909.5,1431,1890,2341,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74042595830719]}",AK
964,1451,1890,2179,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74060562136401]}",AK
846.5,1462,1839,1903,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.740515789835605]}",AK
964,1451,1890,2179,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74060562136401]}",AK
846.5,1462,1839,1903,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9600997615086,-37.740515789835605]}",AK
909.5,1431,1890,2341,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.96000992998017,-37.74042595830719]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
617.5,853,1298,2450,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95677599495735,-37.75138540477345]}",AK
447,687.5,797.5,1449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.751205741716625]}",AK
589,864,1302,2374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95677599495735,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
516,818,960.5,1530,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95659633190053,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
317,484,548,809.5,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75129557324504]}",AK
359,612.5,726,1161,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75138540477345]}",AK
589,864,1302,2374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95677599495735,-37.75129557324504]}",AK
589,864,1302,2374,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95677599495735,-37.75129557324504]}",AK
516,818,960.5,1530,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95659633190053,-37.75129557324504]}",AK
516,818,960.5,1530,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95659633190053,-37.75129557324504]}",AK
359,612.5,726,1161,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.75138540477345]}",AK
447,687.5,797.5,1449,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95668616342894,-37.751205741716625]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
638,990,1254,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.75111591018821]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
237,458.5,510.5,1458,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.751205741716625]}",AK
388,608,784.5,1736,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75129557324504]}",AK
588,899.5,1273,2170,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.751205741716625]}",AK
588,899.5,1273,2170,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.751205741716625]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
638,990,1254,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.75111591018821]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
237,458.5,510.5,1458,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.751205741716625]}",AK
237,458.5,510.5,1458,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.751205741716625]}",AK
588,899.5,1273,2170,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.751205741716625]}",AK
638,990,1254,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.75111591018821]}",AK
596,983.5,1238,2229,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.75111591018821]}",AK
237,458.5,510.5,1458,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95282340770723,-37.751205741716625]}",AK
588,899.5,1273,2170,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.751205741716625]}",AK
712.5,988.5,1410,2257,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.75129557324504]}",AK
638,990,1254,2265,0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.95291323923564,-37.75111591018821]}",AK
1687,1539,1506,2490,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34102203623007,-27.554967940846407]}",AK
1524,1627,1409,2522,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3396745633039,-27.554967940846407]}",AK
1857,1949,1896,4190,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34075254164483,-27.55317131027817]}",AK
1441,1475,1559,2537,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34021355247438,-27.554878109317997]}",AK
1899,1907,1925,2774,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34165085692896,-27.55326114180658]}",AK
1959,1848,1859,2893,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34102203623007,-27.555147603903233]}",AK
1504,1513,1428,3263,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3403033840028,-27.553800130977052]}",AK
1838,1858,1807,3143,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34012372094597,-27.55406962556229]}",AK
1475,1542,1421,3332,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33976439483232,-27.554878109317997]}",AK
1929,1849,1783,2567,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3412016992869,-27.55505777237482]}",AK
1319,1324,1258,2467,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34210001457103,-27.553979794033875]}",AK
1600,1510,1525,2316,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34147119387214,-27.554878109317997]}",AK
1494,1495,1742,2694,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34066271011642,-27.55505777237482]}",AK
1316,1339,1303,2347,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34201018304262,-27.55371029944864]}",AK
1738,1718,1605,4122,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34093220470166,-27.553081478749757]}",AK
1594,1523,1501,2419,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34102203623007,-27.554878109317997]}",AK
1571,1585,1686,2850,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34210001457103,-27.554967940846407]}",AK
1534,1458,1495,2383,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34093220470166,-27.554878109317997]}",AK
1493,1574,1384,2588,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33976439483232,-27.55505777237482]}",AK
1658,1651,1553,3262,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3403033840028,-27.553979794033875]}",AK
1765,1932,1904,3648,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3396745633039,-27.55460861473276]}",AK
1842,1855,1911,2659,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33994405788914,-27.5541594570907]}",AK
1982,1933,1887,3096,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33868641649136,-27.555237435431643]}",AK
1961,2073,2199,3078,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33859658496297,-27.554967940846407]}",AK
1800,1806,1831,2997,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3389559110766,-27.555147603903233]}",AK
1996,2006,2011,3258,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33922540566184,-27.554518783204347]}",AK
1986,2123,2162,3110,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33886607954818,-27.554518783204347]}",AK
2141,2284,2372,3013,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33886607954818,-27.554339120147525]}",AK
1640,1631,1754,3024,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33976439483232,-27.55541709848847]}",AK
1570,1571,1544,2836,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33994405788914,-27.554878109317997]}",AK
1695,1859,1914,3158,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33976439483232,-27.55460861473276]}",AK
1834,1908,1907,3338,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3389559110766,-27.55460861473276]}",AK
1948,2060,2082,3174,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3389559110766,-27.554788277789584]}",AK
1519,1523,1590,2423,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34003388941755,-27.55460861473276]}",AK
1936,1951,1969,3063,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33859658496297,-27.555147603903233]}",AK
1925,2042,2075,3307,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3395847317755,-27.554428951675938]}",AK
2200,2309,2362,3236,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33931523719025,-27.5541594570907]}",AK
2099,2239,2317,2876,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3389559110766,-27.55424928861911]}",AK
1790,1805,1829,3022,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.33877624801977,-27.555147603903233]}",AK
1624,1784,1853,3731,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3395847317755,-27.55469844626117]}",AK
1438,1516,1840,2637,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34380681361085,-27.561256147835245]}",AK
1657,1572,1330,2266,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34263900374148,-27.561256147835245]}",AK
1514,1576,1725,2450,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3440763081961,-27.56197480006254]}",AK
1424,1541,1651,2331,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34380681361085,-27.56107648477842]}",AK
1286.5,1392,1600,2153,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34380681361085,-27.561795137005717]}",AK
1405,1525,1486,2341,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34317799291196,-27.561345979363658]}",AK
1859,1842,2231,3092,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34299832985513,-27.561884968534127]}",AK
1839,1879,1999,2883,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3428186667983,-27.561795137005717]}",AK
1579,1469,1409,2140,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3428186667983,-27.561615473948894]}",AK
1464,1503,1663,2424,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34371698208244,-27.561345979363658]}",AK
1440,1652,2033,2757,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34371698208244,-27.56116631630683]}",AK
1622,1773,2113,3057,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34308816138355,-27.561795137005717]}",AK
2041,2081,2071,2629,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34353731902561,-27.56116631630683]}",AK
1384,1555,1868,2757,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34353731902561,-27.561435810892068]}",AK
1453,1509,1683,2399,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34398647666768,-27.56197480006254]}",AK
1413,1557,1898,2529,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34380681361085,-27.56116631630683]}",AK
1313,1393,1624,2213,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34371698208244,-27.561884968534127]}",AK
1234,1404,1522,2404,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3433576559688,-27.561345979363658]}",AK
1405,1525,1486,2341,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34308816138355,-27.561345979363658]}",AK
1408,1521,1698,2354,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34398647666768,-27.562064631590953]}",AK
1548,1619,1700,2366,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34443563430975,-27.562154463119363]}",AK
1158,1336,1737,2504,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34380681361085,-27.562693452289835]}",AK
2088,2096,2237,2874,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34479496042337,-27.563052778403485]}",AK
1286,1499,1854,2569,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34398647666768,-27.56278328381825]}",AK
1580,1731,1828,2413,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34551361265068,-27.562244294647776]}",AK
1846,1763,1827,2445,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34470512889496,-27.562603620761426]}",AK
1317,1533,1868,2694,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3440763081961,-27.562513789233012]}",AK
1380,1524,1763,2487,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3441661397245,-27.56233412617619]}",AK
1343,1424,1625,2186,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3441661397245,-27.562873115346658]}",AK
1681,1767,1882,2342,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34443563430975,-27.56197480006254]}",AK
1548,1619,1700,2366,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34443563430975,-27.562154463119363]}",AK
1487,1520,1775,2503,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3441661397245,-27.562603620761426]}",AK
1484,1582,1742,2487,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34425597125292,-27.562693452289835]}",AK
1725,1779,1858,2528,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34461529736654,-27.56197480006254]}",AK
1949,1961,2103,2788,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34461529736654,-27.563052778403485]}",AK
1400,1506,1656,2281,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34425597125292,-27.562154463119363]}",AK
1469,1553,1701,2378,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3441661397245,-27.56197480006254]}",AK
1545,1574,1794,2244,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34452546583816,-27.562603620761426]}",AK
2093,2155,2306,3019,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3450644550086,-27.56296294687507]}",AK
1429,1682,1789,2031,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34452546583816,-27.56233412617619]}",AK
3528,3496,3412,4126,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34919670531556,-27.5541594570907]}",AK
3414,3435,3485,4109,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34901704225874,-27.553440804863406]}",AK
3712,3724,3815,4434,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3488373792019,-27.55317131027817]}",AK
3589,3452,3373,4140,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35189165116793,-27.554518783204347]}",AK
3211,3241,3346,3991,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3516221565827,-27.55460861473276]}",AK
3671,3446,3287,4290,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35063400977015,-27.554518783204347]}",AK
5022,4810,4566,5354,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35036451518494,-27.55281198416452]}",AK
3179,3066,3087,3745,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3493763683724,-27.55326114180658]}",AK
5022,4836,4764,5306,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34991535754287,-27.552722152636107]}",AK
2385,2522,3051,3337,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34919670531556,-27.554518783204347]}",AK
3528,3496,3412,4126,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34919670531556,-27.5541594570907]}",AK
